JobID,startTime,endtime,JobCompletionTime
0,1607059457.6815374,1607059465.686831,8.005293607711792
1,1607059459.3581579,1607059466.384764,7.02660608291626
4,1607059462.1941912,1607059468.2105756,6.0163843631744385
3,1607059461.687422,1607059468.696662,7.009239912033081
5,1607059462.977204,1607059468.98878,6.011575937271118
6,1607059463.1718092,1607059469.21383,6.042020797729492
2,1607059461.3951876,1607059469.4187639,8.023576259613037
7,1607059465.7515259,1607059471.771846,6.020320177078247
9,1607059470.1512132,1607059473.159707,3.0084939002990723
13,1607059471.2623687,1607059475.3140478,4.0516791343688965
11,1607059470.9545257,1607059475.971354,5.016828298568726
8,1607059468.2377667,1607059476.2500718,8.01230502128601
17,1607059473.358869,1607059476.3690445,3.0101754665374756
10,1607059470.5784833,1607059477.595876,7.017392635345459
20,1607059476.0449698,1607059478.0566754,2.0117056369781494
14,1607059472.26581,1607059478.275799,6.009989023208618
16,1607059473.2997034,1607059478.3519754,5.052272081375122
18,1607059473.7968712,1607059478.8264894,5.029618263244629
21,1607059476.045703,1607059479.068406,3.022703170776367
12,1607059471.209706,1607059480.2206666,9.010960578918457
15,1607059472.2667034,1607059480.342754,8.076050519943237
19,1607059474.0409307,1607059483.0628605,9.021929740905762
22,1607059476.2616558,1607059483.2712603,7.009604454040527
23,1607059477.264499,1607059485.2963955,8.031896591186523
28,1607059480.7617705,1607059485.7803125,5.018542051315308
29,1607059480.9855046,1607059485.9922333,5.006728649139404
24,1607059478.2668185,1607059486.2910993,8.024280786514282
26,1607059479.290238,1607059486.3444319,7.05419397354126
27,1607059480.5085042,1607059486.5252028,6.016698598861694
25,1607059478.2674043,1607059487.3228292,9.055424928665161
34,1607059486.1608696,1607059489.1711655,3.010295867919922
35,1607059486.1933079,1607059489.2164946,3.023186683654785
30,1607059482.2524812,1607059489.2749164,7.022435188293457
33,1607059485.3790271,1607059489.4087906,4.029763460159302
31,1607059482.356635,1607059491.382897,9.026261806488037
32,1607059484.3619719,1607059492.3997664,8.037794589996338
36,1607059486.8550823,1607059493.9324129,7.077330589294434
37,1607059489.4816191,1607059496.513076,7.03145694732666
39,1607059491.6016712,1607059496.6517305,5.0500593185424805
40,1607059493.5923238,1607059498.6072786,5.0149548053741455
38,1607059490.56101,1607059498.6336367,8.072626829147339
43,1607059495.6577473,1607059499.6736996,4.0159523487091064
42,1607059494.82234,1607059499.847819,5.025479078292847
41,1607059494.2543588,1607059501.3857327,7.131373882293701
44,1607059495.9542968,1607059502.0570903,6.102793455123901
49,1607059500.9626849,1607059502.990282,2.027597188949585
47,1607059498.0021765,1607059503.065296,5.063119411468506
45,1607059496.9563024,1607059504.0178614,7.061558961868286
46,1607059498.0014963,1607059505.0155852,7.014088869094849
48,1607059499.9814618,1607059507.008526,7.027064323425293
54,1607059503.199725,1607059508.266636,5.066910982131958
52,1607059502.7078016,1607059508.7261577,6.018356084823608
50,1607059501.7595036,1607059508.7840338,7.0245301723480225
51,1607059502.6438994,1607059509.6698778,7.025978326797485
53,1607059503.172517,1607059511.3340082,8.16149115562439
55,1607059504.2433991,1607059512.317901,8.074501752853394
56,1607059505.2926984,1607059512.370089,7.077390670776367
58,1607059507.6543865,1607059513.6784754,6.0240888595581055
57,1607059506.8448727,1607059514.861349,8.016476392745972
59,1607059509.0926957,1607059515.1782649,6.085569143295288
60,1607059510.161342,1607059517.269493,7.108151197433472
64,1607059513.2513688,1607059517.2826562,4.031287431716919
61,1607059511.2016268,1607059519.2731931,8.071566343307495
62,1607059511.2044363,1607059520.2298443,9.025408029556274
63,1607059512.248768,1607059520.2667096,8.01794147491455
66,1607059516.491873,1607059521.5229683,5.031095266342163
65,1607059515.5216553,1607059521.5772932,6.055637836456299
69,1607059519.5912704,1607059524.6740046,5.082734107971191
67,1607059516.8390324,1607059524.8635473,8.02451491355896
68,1607059517.7768583,1607059525.9765139,8.199655532836914
71,1607059522.1080408,1607059527.1944575,5.086416721343994
70,1607059520.7020009,1607059528.7266765,8.024675607681274
75,1607059525.7058613,1607059529.7204425,4.014581203460693
72,1607059524.0487397,1607059532.1404123,8.091672658920288
78,1607059527.224872,1607059532.2410274,5.016155242919922
76,1607059526.2173796,1607059532.2679126,6.050533056259155
77,1607059527.2242956,1607059532.2733908,5.049095153808594
73,1607059524.477542,1607059532.5233762,8.045834302902222
74,1607059524.7034986,1607059533.7402027,9.036704063415527
80,1607059529.4064813,1607059534.426035,5.0195536613464355
83,1607059530.5461051,1607059534.5664506,4.020345449447632
79,1607059528.4034874,1607059536.4411163,8.037628889083862
82,1607059529.5409925,1607059536.796658,7.25566554069519
81,1607059529.4072373,1607059537.5428731,8.13563585281372
85,1607059532.5498478,1607059537.647129,5.097281217575073
86,1607059533.923957,1607059539.06213,5.13817286491394
89,1607059537.0103178,1607059540.0375392,3.027221441268921
84,1607059530.5468113,1607059540.5780613,10.03125
88,1607059536.8437748,1607059542.8968794,6.053104639053345
87,1607059534.2786765,1607059543.506143,9.227466583251953
93,1607059540.5863159,1607059543.6215937,3.035277843475342
90,1607059538.705391,1607059543.7330232,5.027632236480713
92,1607059540.123233,1607059544.2430074,4.119774341583252
91,1607059539.2289996,1607059544.3477054,5.118705749511719
95,1607059542.8213496,1607059545.8691735,3.047823905944824
94,1607059540.6174262,1607059546.6422417,6.024815559387207
96,1607059544.339054,1607059550.37525,6.036195993423462
97,1607059545.6726022,1607059553.814385,8.141782760620117
99,1607059547.7446895,1607059554.7598896,7.015200138092041
98,1607059547.1865163,1607059555.4636872,8.277170896530151
