WorkerID,taskID,startTime,endTime,TaskCompletionTime
3,70_M1,1607059520.7024305,1607059523.7125924,3.010161876678467
2,69_R0,1607059521.6216016,1607059524.6740046,3.052402973175049
1,70_M0,1607059520.7020452,1607059524.7144868,4.012441635131836
1,67_R0,1607059520.8557816,1607059524.8635473,4.007765769958496
3,72_M1,1607059524.0489862,1607059525.0577018,1.0087156295776367
2,72_M3,1607059524.0494623,1607059525.0654056,1.0159432888031006
1,71_M1,1607059522.1083553,1607059525.1132147,3.004859447479248
2,68_R1,1607059521.8204112,1607059525.9765139,4.156102657318115
2,71_M0,1607059522.1080904,1607059526.1251805,4.017090082168579
2,71_M2,1607059522.1085134,1607059526.1384022,4.029888868331909
3,73_M0,1607059524.4775703,1607059526.480941,2.003370761871338
3,73_M3,1607059524.4783208,1607059526.4949617,2.0166409015655518
1,74_M1,1607059525.7050326,1607059526.7216423,1.0166096687316895
2,71_R0,1607059526.141081,1607059527.177868,1.0367867946624756
2,71_R1,1607059526.141734,1607059527.1944575,1.0527236461639404
2,74_M3,1607059525.7055628,1607059527.7200167,2.014453887939453
3,70_R1,1607059526.7207003,1607059527.7440648,1.023364543914795
1,72_M2,1607059524.0491333,1607059528.067644,4.018510580062866
2,72_M0,1607059524.0487683,1607059528.0787306,4.0299623012542725
1,73_M1,1607059524.4778132,1607059528.484289,4.0064756870269775
2,73_M2,1607059524.4780664,1607059528.5052626,4.027196168899536
3,75_M0,1607059525.7058794,1607059528.7083812,3.0025017261505127
2,74_M0,1607059524.7035322,1607059528.7163665,4.012834310531616
1,70_R0,1607059524.716544,1607059528.7266765,4.010132551193237
2,76_M0,1607059526.21743,1607059529.2302194,3.012789249420166
2,78_M0,1607059527.2249,1607059529.2548928,2.0299928188323975
2,79_M0,1607059528.4035203,1607059529.4158733,1.0123529434204102
3,75_R0,1607059528.7159536,1607059529.7204425,1.0044889450073242
1,74_M2,1607059525.7053697,1607059529.728526,4.023156404495239
2,76_M1,1607059527.223634,1607059530.2521431,3.0285091400146484
3,78_M1,1607059527.2251341,1607059530.2583733,3.0332391262054443
2,79_M2,1607059529.40543,1607059530.4154985,1.010068416595459
2,80_M0,1607059529.4065166,1607059530.4211373,1.0146207809448242
2,73_R1,1607059528.5105011,1607059530.5385928,2.0280916690826416
1,78_M2,1607059528.2261307,1607059531.2335973,3.0074665546417236
1,77_M0,1607059527.224322,1607059531.2516859,4.0273637771606445
2,82_M0,1607059529.5410507,1607059531.5510905,2.010039806365967
2,72_R0,1607059528.0798516,1607059532.1404123,4.060560703277588
1,78_R0,1607059531.235274,1607059532.2410274,1.0057532787322998
2,76_R0,1607059530.2569687,1607059532.2679126,2.01094388961792
1,77_R0,1607059531.2530646,1607059532.2733908,1.0203261375427246
3,79_M1,1607059528.404082,1607059532.4149873,4.0109052658081055
1,73_R0,1607059528.5071201,1607059532.5233762,4.016256093978882
3,83_M0,1607059530.5461268,1607059532.553785,2.0076582431793213
2,82_M1,1607059529.5437653,1607059532.557784,3.0140187740325928
1,74_R0,1607059529.7290466,1607059532.7324889,3.0034422874450684
1,81_M0,1607059529.4072678,1607059533.421477,4.014209270477295
1,79_R1,1607059532.4218261,1607059533.4700415,1.048215389251709
2,82_M2,1607059530.5451326,1607059533.5712879,3.0261552333831787
2,82_M3,1607059530.545626,1607059533.574572,3.0289461612701416
2,84_M1,1607059532.5493374,1607059533.5984292,1.0490918159484863
3,74_R1,1607059529.7304826,1607059533.7402027,4.009720087051392
2,80_R0,1607059530.4216337,1607059534.426035,4.004401206970215
3,83_R0,1607059532.5567145,1607059534.5664506,2.0097360610961914
1,84_M2,1607059532.5494905,1607059534.573285,2.023794651031494
2,82_R0,1607059533.598067,1607059534.681081,1.0830140113830566
2,85_M0,1607059532.5498843,1607059535.574331,3.024446725845337
1,85_M2,1607059533.5590227,1607059535.6185362,2.059513568878174
2,86_M0,1607059533.9239926,1607059535.9702358,2.046243190765381
2,79_R0,1607059532.4207885,1607059536.4411163,4.020327806472778
1,84_M0,1607059532.5489566,1607059536.5560908,4.007134199142456
3,85_M1,1607059532.5501065,1607059536.561842,4.011735439300537
1,85_M3,1607059533.559358,1607059536.6250155,3.065657615661621
2,82_R1,1607059533.6125877,1607059536.796658,3.184070348739624
3,86_M2,1607059533.9307592,1607059536.9797163,3.048957109451294
2,86_M1,1607059533.9304085,1607059537.0452569,3.1148483753204346
1,81_R0,1607059533.4285746,1607059537.5428731,4.114298582077026
1,85_R0,1607059536.6263452,1607059537.647129,1.0207839012145996
2,88_M0,1607059536.8438108,1607059537.865573,1.0217621326446533
2,86_R1,1607059537.0498867,1607059538.0700321,1.0201454162597656
1,88_M2,1607059536.844707,1607059538.8597622,2.0150551795959473
3,89_M0,1607059537.0103936,1607059539.0212872,2.0108935832977295
2,86_R0,1607059537.045846,1607059539.06213,2.0162839889526367
2,87_M0,1607059535.2797732,1607059539.329931,4.050157785415649
1,84_R1,1607059536.55929,1607059539.6019812,3.042691230773926
1,90_M0,1607059538.7054327,1607059539.7265499,1.0211172103881836
1,89_R0,1607059539.0236678,1607059540.0375392,1.013871431350708
1,91_M2,1607059539.2293987,1607059540.238193,1.0087943077087402
3,91_M1,1607059539.2292428,1607059540.2705903,1.0413475036621094
2,84_R0,1607059536.5566099,1607059540.5780613,4.021451473236084
2,88_M1,1607059536.8441784,1607059540.881126,4.03694748878479
2,91_M0,1607059539.2290287,1607059541.264295,2.035266399383545
1,88_R1,1607059540.8841314,1607059541.8958538,1.0117223262786865
2,87_R0,1607059539.341727,1607059542.4956493,3.1539223194122314
1,93_M0,1607059540.5863621,1607059542.598446,2.0120837688446045
2,90_M1,1607059538.7058322,1607059542.713617,4.007784843444824
